highlights,Summary,Transformed_summary
"Zimbabwe have reportedly agreed to visit Pakistan for ODI series in May .
Pakistan have not played host to major cricket series since 2009 .
There have been security fears since Sri Lanka were victims of terror attack .
Team bus was targeted by gunmen in Lahore, and eight people were killed .",Pakistan played host major cricket series since 2009 . Zimbabwe reportedly agreed visit Pakistan ODI series May .,Pakistan played host major cricket series since 2009. Zimbabwe reportedly agreed visit Pakistan ODI series May. Pakistan has played host to a number of international cricket series in the last few years. Pakistan have also played a series against Sri Lanka in the recent series in Sri Lanka. Pakistan played host a Test series against South Africa in 2009.
"Fifty top fashionistas all posted photos of the same Lord & Taylor dress on Instagram at the weekend .
The retailer has admitted that the bloggers got 'unspecified compensation' to lend their credability and give the dress their seal of approval .
The ploy proved an instant success as the $88 Paisley Asymmetrical Dress sold out and created an online buzz for the entire Design Lab collection .
The deal highlights the gray area of bloggers failing to disclose when they've received payment for promoting some goods and services .",retailer admitted bloggers got 'unspecified compensation ' lend credability give dress seal approval . Fifty top fashionistas posted photos Lord & Taylor dress Instagram weekend .,retailer admitted bloggers got 'unspecified compensation'lend credability give dress seal of approval. Fifty top fashionistas posted photos Lord & Taylor dress Instagram weekend. 50 top fashionista posted photos of their Lord &Taylor dress Instagram Instagram weekend.. 50.
"Englishman Danny Willett blasts timing referee for getting in line-of-sight .
Vented anger at official as he bogeyed the 17th at 2015 Masters .
Willett carded a one-under 71 on opening round in first time at Augusta .",Vented anger official bogeyed 17th 2015 Masters . Englishman Danny Willett blasts timing referee getting line-of-sight .,Vented anger official bogeyed 17th 2015 Masters. Englishman Danny Willett blasts timing referee getting line-of-sight. Englishman. Danny Willet blasts timing timing referee gets line- of-sight.. Englishmen. Danny. Willett. blasts timing. referee getting. line-Of- Sight.
"Tinder only displays the last 34 photos - but users can easily see more .
Firm also said it had improved its mutual friends feature .",Firm also said improved mutual friends feature . Tinder displays last 34 photos - users easily see .,Firm also said improved mutual friends feature. Tinder displays last 34 photos - users easily see last 34 pictures - users can easily see them. Tinder also said it is rolling out improved mutual. friends feature. Tinder. displays last. 34 photos. - Users easily see.
"Nathaniel Clyne has been in impressive form for Southampton this season .
Full back has been linked with a move to Manchester United this summer .
Clyne admits he is ambitious and wants to play in the Champions League .",Full back linked move Manchester United summer . Nathaniel Clyne impressive form Southampton season .,Full back has been linked with a move to Manchester United this summer. Nathaniel Clyne has been in impressive form for Southampton this season. Clyne is expected to stay at St Mary's for the rest of the season after impressing in the Premier League this term.
"Mike Heatlie, 42, punched Fiona McCartney outside Edinburgh nightclub .
She is facing £7,000 dental bill and says she is too scared to leave home .
Heatlie pleaded guilty at Edinburgh Sheriff Court to attacking 43-year-old .
Stefani previously described trainer as a 'tireless, wonderful motivator'","facing £7,000 dental bill says scared leave home . Mike Heatlie , 42 , punched Fiona McCartney outside Edinburgh nightclub .","facing £7,000 dental bill says scared leave home. Mike Heatlie, 42, punched Fiona McCartney outside Edinburgh nightclub.. Fiona McCartney was punched outside a nightclub in Edinburgh by a man she met outside an Edinburgh nightclub... She is now facing a dental bill of up to £8,000."
"Selina Dicker, 38, from Fulham, London, survived Mount Everest avalanche .
Climber ran for her life as a wall of snow and ice tore through Base Camp .
She was in same group as Google executive Dan Fredinburg who died .
Amanda Holden's said sister survived because she had altitude sickness .","Climber ran life wall snow ice tore Base Camp . Selina Dicker , 38 , Fulham , London , survived Mount Everest avalanche .","Climber ran life wall snow ice tore Base Camp. Selina Dicker, 38, Fulham, London, survived Mount Everest avalanche.. Selina. Dicker, 38, from Fulham, London, survived Mount. Everest avalanche avalanche.."
"Sawyer Burmeister, a horse-riding champion and sometimes actress, tweeted the barb on Thursday evening .
Second Twitter used forwarded it to Donald Trump, the real estate titan who's a possible Republican presidential candidate .
A Trump social media employee – one of TEN on his staff who help with Twitter and other platforms – retweeted the message .
Trump deleted it, but the Internet is forever .","Second Twitter used forwarded Donald Trump , real estate titan 's possible Republican presidential candidate . Sawyer Burmeister , horse-riding champion sometimes actress , tweeted barb Thursday evening .","Sawyer Burmeister is a horse-riding champion and sometimes actress. She is a supporter of Donald Trump, the possible Republican presidential candidate for the GOP. Burmeisters is also a horse champion and a sometimes actress, and is married to a horseman."
"Aston Villa teenager Jack Grealish was pictured taking 'hippy crack'
Grealish was in impressive form in Aston Villa's win over Liverpool .
Villa boss Tim Sherwood has warned Grealish over his future behaviour .",Villa boss Tim Sherwood warned Grealish future behaviour . Aston Villa teenager Jack Grealish pictured taking 'hippy crack' Grealish impressive form Aston Villa 's win Liverpool .,Villa boss Tim Sherwood warned Grealish future behaviour. Aston Villa teenager was pictured taking 'hippy crack' Grealishes impressive form Aston Villa's win against Liverpool... Jack G realish has been in impressive form for Aston Villa this season..
"Four Turkish troops were wounded in the flight, according to the country's military .
Turkey President  Recep Tayyip Erdogan says clashes are attempt to halt a resolution process with Kurds .
Violence between Kurds and the Turkish military has been ongoing for more than three decades .","Turkey President Recep Tayyip Erdogan says clashes attempt halt resolution process Kurds . Four Turkish troops wounded flight , according country 's military .","Turkey President Recep Tayyip Erdogan says clashes attempt to halt resolution process Kurds. Four Turkish troops wounded flight, according country's military according to country's military. Turkey's military says four Turkish troops were wounded in clashes with Kurdish fighters in border region of Syria. Turkey is in the midst of a three-day war with Syria."
"Geologist ran 150 chemical tests on ossuaries and 'Jesus Family tomb'
Claims chemical signature proves James Ossuary was at Jerusalem site .
Chalk box bears inscription ‘James, son of Joseph, brother of Jesus’
Find suggests Jesus fathered a child and was married .","Chalk box bears inscription ‘ James , son Joseph , brother Jesus ’ Find suggests Jesus fathered child married . Geologist ran 150 chemical tests ossuaries 'Jesus Family tomb' Claims chemical signature proves James Ossuary Jerusalem site .","Chalk box bears inscription ‘ James, son Joseph, brother Jesus ’ Find suggests Jesus fathered child married. Geologist ran 150 chemical tests ossuaries 'Jesus Family tomb' Claims chemical signature proves James Ossuary Jerusalem site is a James site."
"Original 1959 Barbie has been reproduced and goes back on sale April 11 .
Myer have teamed up with Mattel to re-release the iconic doll in Australia .
The first 500 dolls will be sold for the original 1959 price of $3.00 .
The dolls will be sold for $34.95 after the promotional priced ones are gone .
Promotion is at Sydney, Melbourne, Brisbane, Perth, Adelaide City stores .",Myer teamed Mattel re-release iconic doll Australia . Original 1959 Barbie reproduced goes back sale April 11 .,Myer teamed Mattel re-release iconic doll Australia. Original 1959 Barbie reproduced goes back sale April 11 goes back on sale on Myer's website April 11. Myer has teamed with Mattel to re-released iconic doll. Original. 1959 Barbie. reproduced goes on sale April. 11.
